goods_id,goods_image,goods_name,goods_price,href,id,sales_volume,engName,chiName,Name,size
95o,https://img.xinxinapp.net/community/imgs/20190614/4fac08d3c097a36be31685797554b1d9_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,GUERLAIN/娇兰 小黑裙舞动香水（泡泡袖） 50ml,478,xinxin://www.xinxinapp.cn?route=goodsDetail&id=66eq&goods_id=95o&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,66eq,0.0,GUERLAIN,娇兰,小黑裙舞动香水（泡泡袖）,50.0
gXq,https://img.xinxinapp.net/community/imgs/20190614/15e0a4fd6724e12af474667780bbc1be_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,JO MALONE/祖玛珑 茉莉与金盏花香水 100ml,954,xinxin://www.xinxinapp.cn?route=goodsDetail&id=vKv0&goods_id=gXq&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,vKv0,0.0,JO MALONE,祖玛珑,茉莉与金盏花香水,100.0
7bX,https://img.xinxinapp.net/community/imgs/20190614/20c004399503e6a97e922e59e22adec7_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,JO MALONE/祖玛珑 滇红金针茶香水 175ml,2093,xinxin://www.xinxinapp.cn?route=goodsDetail&id=bk8r&goods_id=7bX&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,bk8r,0.0,JO MALONE,祖玛珑,滇红金针茶香水,175.0
bGZ,https://img.xinxinapp.net/community/imgs/20190614/d603cd6ac9ef948c016deb3ab73e1613_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,JO MALONE/祖玛珑 白毫银针茶香水 175ml,2093,xinxin://www.xinxinapp.cn?route=goodsDetail&id=vK0y&goods_id=bGZ&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,vK0y,0.0,JO MALONE,祖玛珑,白毫银针茶香水,175.0
eqG,https://img.xinxinapp.net/community/imgs/20190611/5bba46e6a1fe472e758e6dd890cfd8e9_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,HERMÈS/爱马仕 雨后花园（印度花园）香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=enB6&goods_id=eqG&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,enB6,0.0,HERMÈS,爱马仕,雨后花园（印度花园）香水,50.0
XAD,https://img.xinxinapp.net/community/imgs/20190621/c17a4c046b9ca1c346a8fcfce2c75ce7_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Calvin Klein/卡文克莱 For Her 喜欢你女士淡香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=qBLy&goods_id=XAD&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,qBLy,9.0,Calvin Klein,卡文克莱,For Her 喜欢你女士淡香水,50.0
peX,https://img.xinxinapp.net/community/imgs/20190611/1e487b3a66ec674088ee1ed4a685224d_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 黑鸦片香水浓香水 30ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=J3lR&goods_id=peX&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,J3lR,9.0,YSL,圣罗兰,黑鸦片香水浓香水,30.0
peX,https://img.xinxinapp.net/community/imgs/20190612/38bf368b285e912230a45bce7e8b6cc7_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 黑鸦片香水浓香水 150ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=2r8n&goods_id=peX&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,2r8n,9.0,YSL,圣罗兰,黑鸦片香水浓香水,150.0
1Aw,https://img.xinxinapp.net/community/imgs/20190621/470e68ddb2f993b406886416ff8a82cb_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 黑鸦片香水炫黑版 90ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=YYbQ&goods_id=1Aw&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,YYbQ,0.0,YSL,圣罗兰,黑鸦片香水炫黑版,90.0
1Aw,https://img.xinxinapp.net/community/imgs/20190621/ac0d0309c31418ae3ae77ef624a8477d_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 黑鸦片香水炫黑版 30ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=6yxq&goods_id=1Aw&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,6yxq,0.0,YSL,圣罗兰,黑鸦片香水炫黑版,30.0
1Aw,https://img.xinxinapp.net/community/imgs/20190621/0e4de3b8a1ac4973f7c70d1eb25d3206_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 黑鸦片香水炫黑版 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=gY2r&goods_id=1Aw&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,gY2r,0.0,YSL,圣罗兰,黑鸦片香水炫黑版,50.0
o9V,https://img.xinxinapp.net/community/imgs/20190621/5d48549f3ecb30d9e31ab247caf2d8a2_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 反转巴黎淡香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=oBXb&goods_id=o9V&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,oBXb,0.0,YSL,圣罗兰,反转巴黎淡香水,50.0
o9V,https://img.xinxinapp.net/community/imgs/20190624/55c8524b85e3158621a62769a380794f_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 反转巴黎淡香水 30ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=Bkm6&goods_id=o9V&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,Bkm6,0.0,YSL,圣罗兰,反转巴黎淡香水,30.0
o9V,https://img.xinxinapp.net/community/imgs/20190621/9dcb184a3a50cd740da08372be9e85d8_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 反转巴黎淡香水 90ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=wO32&goods_id=o9V&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,wO32,0.0,YSL,圣罗兰,反转巴黎淡香水,90.0
OKv,https://img.xinxinapp.net/community/imgs/20190617/a7cd600bf9d195a781aaac71ed590981_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,CHANEL/香奈儿 粉邂逅柔情香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=P5yx&goods_id=OKv&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,P5yx,0.0,CHANEL,香奈儿,粉邂逅柔情香水,50.0
OKv,https://img.xinxinapp.net/community/imgs/20190614/08c4979fdc3056a31b311a523c87d56a_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,CHANEL/香奈儿 粉邂逅柔情香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=5E5N&goods_id=OKv&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,5E5N,0.0,CHANEL,香奈儿,粉邂逅柔情香水,100.0
aR8,https://img.xinxinapp.net/community/imgs/20190614/7e01e38fa67f952982c769f9eb45feba_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,CHANEL/香奈儿 可可小姐馥郁香水 35ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=glAr&goods_id=aR8&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,glAr,6.0,CHANEL,香奈儿,可可小姐馥郁香水,35.0
aR8,https://img.xinxinapp.net/community/imgs/20190614/4de4564892fad0efc5301dc42297069b_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,CHANEL/香奈儿 可可小姐馥郁香水 200ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=QvOQ&goods_id=aR8&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,QvOQ,6.0,CHANEL,香奈儿,可可小姐馥郁香水,200.0
Obv,https://img.xinxinapp.net/community/imgs/20190617/f5ce9c78bc66256ca3b46fcc5d113a1d_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,CHANEL/香奈儿 嘉柏丽尔香水 35ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=5qlN&goods_id=Obv&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,5qlN,0.0,CHANEL,香奈儿,嘉柏丽尔香水,35.0
Obv,https://img.xinxinapp.net/community/imgs/20190617/43a868b05778e987388b71e434b3556e_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,CHANEL/香奈儿 嘉柏丽尔香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=vgmy&goods_id=Obv&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,vgmy,0.0,CHANEL,香奈儿,嘉柏丽尔香水,50.0
Obv,https://img.xinxinapp.net/community/imgs/20190612/3fa120c90a72585685e596225aebe7e7_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,CHANEL/香奈儿 嘉柏丽尔香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=V2r7&goods_id=Obv&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,V2r7,0.0,CHANEL,香奈儿,嘉柏丽尔香水,100.0
bAZ,https://img.xinxinapp.net/community/imgs/20190617/4312a1a72928709db2a21720f91f5a45_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,TOM FORD/汤姆福特TF Tobacco Oud 烟煴乌木香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=vKyB&goods_id=bAZ&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,vKyB,0.0,TOM FORD,汤姆福特TF,Tobacco Oud 烟煴乌木香水,50.0
0eL,https://img.xinxinapp.net/community/imgs/20190617/489d0662af0dabee188a7302a5bea578_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,TOM FORD/汤姆福特TF Patchouli Absolu 纵意迷藿香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=yoky&goods_id=0eL&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,yoky,0.0,TOM FORD,汤姆福特TF,Patchouli Absolu 纵意迷藿香水,50.0
5vV,https://img.xinxinapp.net/community/imgs/20190613/8365b4ac23a119512892fa1d83497f7e_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Diptyque/蒂普提克 清晨百合（奥利恩）淡香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=l8Yz&goods_id=5vV&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,l8Yz,0.0,Diptyque,蒂普提克,清晨百合（奥利恩）淡香水,100.0
oaqR,https://img.xinxinapp.net/community/imgs/20191120/01b51feb2c074cc51cb064fe675bb10b_711x712.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,TOM FORD/汤姆福特TF Lost Cherry落樱甜情香水2019圣诞 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=mOR1&goods_id=oaqR&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,mOR1,0.0,TOM FORD,汤姆福特TF,Lost Cherry落樱甜情香水2019圣诞,50.0
27Z,https://img.xinxinapp.net/community/imgs/20190610/443c0d6f91474be45410f2960e046c6f_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,BVLGARI/宝格丽 甜蜜宝贝女士淡香水 40ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=VxGq&goods_id=27Z&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,VxGq,14.0,BVLGARI,宝格丽,甜蜜宝贝女士淡香水,40.0
LQn,https://img.xinxinapp.net/community/imgs/20190614/831c6376ea45027d0fb442a7a649efd7_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,GUERLAIN/娇兰 小黑裙淡香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=lrkl&goods_id=LQn&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,lrkl,3.0,GUERLAIN,娇兰,小黑裙淡香水,50.0
8rN,https://img.xinxinapp.net/community/imgs/20190621/d8f2afe7e44fe38765eb36ade32db9b9_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,MARC JACOBS/ 马克雅克布 小雏菊女士香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=BXez&goods_id=8rN&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,BXez,3.0,MARC JACOBS, 马克雅克布,小雏菊女士香水,100.0
L73,https://img.xinxinapp.net/community/imgs/20190617/69a719abfe48d16d7ce6cf10aa853145_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Chloé/蔻依 玫瑰清新脂粉花香淡香水（粉丝带） 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=72XD&goods_id=L73&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,72XD,0.0,Chloé,蔻依,玫瑰清新脂粉花香淡香水（粉丝带）,50.0
3El,https://img.xinxinapp.net/community/imgs/20190613/84f22f645c88f464fa477674902e64db_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,PARMA/帕尔马 蓝色地中海淡香水（桃金娘加州桂） 30ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=vwwy&goods_id=3El&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,vwwy,0.0,PARMA,帕尔马,蓝色地中海淡香水（桃金娘加州桂）,30.0
LQn,https://img.xinxinapp.net/community/imgs/20190614/1bc10a2e59b1e6baa9144b2d7fcb6aba_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,GUERLAIN/娇兰 小黑裙淡香水 30ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=yoB1&goods_id=LQn&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,yoB1,3.0,GUERLAIN,娇兰,小黑裙淡香水,30.0
XAD,https://img.xinxinapp.net/community/imgs/20190621/f7e5badaf65b8da6b95e58e43b6b8337_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Calvin Klein/卡文克莱 For Her 喜欢你女士淡香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=OoGK&goods_id=XAD&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,OoGK,9.0,Calvin Klein,卡文克莱,For Her 喜欢你女士淡香水,100.0
Now,https://img.xinxinapp.net/community/imgs/20190612/c14dbd8e24c6e348088980159fe9fe53_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Salvatore Ferragamo/菲拉格慕 Incanto Shine 梦中彩虹女士淡香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=YkAP&goods_id=Now&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,YkAP,0.0,Salvatore Ferragamo,菲拉格慕,Incanto Shine 梦中彩虹女士淡香水,100.0
gQn,https://img.xinxinapp.net/community/imgs/20190617/909eb25c4c38a939a64fbe890157c918_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,CHANEL/香奈儿 五号低调奢华版香水 35ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=pez6&goods_id=gQn&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,pez6,0.0,CHANEL,香奈儿,五号低调奢华版香水,35.0
wd9,https://img.xinxinapp.net/community/imgs/20190612/1eb378ae798d0ef06ce54510ddc98c02_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,KENZO/高田贤三 花样年华淡香水(一枝花) 30ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=OaZJ&goods_id=wd9&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,OaZJ,0.0,KENZO,高田贤三,花样年华淡香水(一枝花),30.0
dKn,https://img.xinxinapp.net/community/imgs/20190612/0b1b0ca0f90ae78984ff46b0622599f7_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,BURBERRY/博柏利 The Beat 动感节拍女士淡香水 30ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=ol8k&goods_id=dKn&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,ol8k,0.0,BURBERRY,博柏利,The Beat 动感节拍女士淡香水,30.0
dKn,https://img.xinxinapp.net/community/imgs/20190612/ee76dd7034110b2db6121094bf2eaf0c_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,BURBERRY/博柏利 The Beat 动感节拍女士淡香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=wd2D&goods_id=dKn&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,wd2D,0.0,BURBERRY,博柏利,The Beat 动感节拍女士淡香水,50.0
L27,https://img.xinxinapp.net/community/imgs/20190612/0d25f3b7fbb358c341505570b700c26a_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,BURBERRY/博柏利 The Beat 动感节拍男士淡香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=BXbm&goods_id=L27&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,BXbm,0.0,BURBERRY,博柏利,The Beat 动感节拍男士淡香水,100.0
L27,https://img.xinxinapp.net/community/imgs/20190612/cf318d14c43b98f1d6a2d3c059291b09_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,BURBERRY/博柏利 The Beat 动感节拍男士淡香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=Z7Dx&goods_id=L27&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,Z7Dx,0.0,BURBERRY,博柏利,The Beat 动感节拍男士淡香水,50.0
RRx,https://img.xinxinapp.net/community/imgs/20190614/893e7128eaea1cfb38540e50ff9a57cd_598x598.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 蒙田柑香香水 125ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=31NR&goods_id=RRx&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,31NR,0.0,DIOR,迪奥,蒙田柑香香水,125.0
z6o,https://img.xinxinapp.net/community/imgs/20190614/6990c14ff1b023c090478bb6e63a2da6_597x597.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 落樱轻舞香水 125ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=yoag&goods_id=z6o&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,yoag,0.0,DIOR,迪奥,落樱轻舞香水,125.0
9Lv,https://img.xinxinapp.net/community/imgs/20190614/5eedd9bfed8a8fc47b48cd4704ee567d_601x601.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 美妙时光香水 125ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=1O1m&goods_id=9Lv&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,1O1m,0.0,DIOR,迪奥,美妙时光香水,125.0
xgd,https://img.xinxinapp.net/community/imgs/20190614/b74dd64cefa5543ee9f8d0db9a365cd7_613x614.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 素馨佳人香水 125ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=A7rA&goods_id=xgd&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,A7rA,0.0,DIOR,迪奥,素馨佳人香水,125.0
Brl,https://img.xinxinapp.net/community/imgs/20190614/5afd04504007200bcb9e3d36a16b59b7_597x597.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 歌舞玫姬香水 125ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=k2NP&goods_id=Brl&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,k2NP,0.0,DIOR,迪奥,歌舞玫姬香水,125.0
Zg2,https://img.xinxinapp.net/community/imgs/20190614/86b6cbece8a32ca1d3693d7cfea48394_737x738.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 波希玫雅香水 125ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=P5Nz&goods_id=Zg2&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,P5Nz,0.0,DIOR,迪奥,波希玫雅香水,125.0
Vda,https://img.xinxinapp.net/community/imgs/20190614/3227278ab58172b41f8fc146f8e6e925_582x581.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 巴黎精灵香水 125ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=5Egw&goods_id=Vda&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,5Egw,0.0,DIOR,迪奥,巴黎精灵香水,125.0
vXL,https://img.xinxinapp.net/community/imgs/20190614/3744e0abf8edebe94961314464808876_718x718.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 旷野信步香水 125ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=ZDro&goods_id=vXL&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,ZDro,0.0,DIOR,迪奥,旷野信步香水,125.0
5Nk,https://img.xinxinapp.net/community/imgs/20190614/26e539f485daca23316e0a2a6842fb97_768x767.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 幸运风铃香水 125ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=9QpQ&goods_id=5Nk&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,9QpQ,0.0,DIOR,迪奥,幸运风铃香水,125.0
P9X,https://img.xinxinapp.net/community/imgs/20190614/22bf54ea2c41e5f3cbe725c2479eebf7_709x709.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 圆舞香颂香水 125ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=zwqL&goods_id=P9X&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,zwqL,0.0,DIOR,迪奥,圆舞香颂香水,125.0
bwN,https://img.xinxinapp.net/community/imgs/20190614/74b6bcfb46f2a0bd30e1233d4690bafb_603x603.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 墨山繁花香水 125ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=R3NN&goods_id=bwN&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,R3NN,0.0,DIOR,迪奥,墨山繁花香水,125.0
