goods_id,goods_image,goods_name,goods_price,href,id,sales_volume,engName,chiName,Name,size
Now,https://img.xinxinapp.net/community/imgs/20190612/cd25a9e6e6ceddd8601b634f147d12ff_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Salvatore Ferragamo/菲拉格慕 Incanto Shine 梦中彩虹女士淡香水 50ml,195,xinxin://www.xinxinapp.cn?route=goodsDetail&id=gLrD&goods_id=Now&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,gLrD,0.0,Salvatore Ferragamo,菲拉格慕,Incanto Shine 梦中彩虹女士淡香水,50.0
ww6,https://img.xinxinapp.net/community/imgs/20190612/aad46bc51270d44dd4daf3b596a9c1b8_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 魅惑淡香水 50ml,518,xinxin://www.xinxinapp.cn?route=goodsDetail&id=wgdk&goods_id=ww6&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,wgdk,0.0,DIOR,迪奥,魅惑淡香水,50.0
dOq,https://img.xinxinapp.net/community/imgs/20190611/fb3b37c20a78a37ed27be5eb96881370_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,CHANEL/香奈儿 coco小姐淡香水（瓶装） 50ml,550,xinxin://www.xinxinapp.cn?route=goodsDetail&id=raBp&goods_id=dOq&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,raBp,0.0,CHANEL,香奈儿,coco小姐淡香水（瓶装）,50.0
KYY,https://img.xinxinapp.net/community/imgs/20190613/a4422f1b7658f5bddbdbd7bf263a99be_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Diptyque/蒂普提克 影中之水(水中影)淡香水 50ml,498,xinxin://www.xinxinapp.cn?route=goodsDetail&id=2r2Z&goods_id=KYY&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,2r2Z,0.0,Diptyque,蒂普提克,影中之水(水中影)淡香水,50.0
3Kg,https://img.xinxinapp.net/community/imgs/20190612/cdd3cc1ea712e04a435820a0184b174a_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,BVLGARI/宝格丽 水漾夜茉莉女士香水 75ml,607,xinxin://www.xinxinapp.cn?route=goodsDetail&id=YlpD&goods_id=3Kg&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,YlpD,0.0,BVLGARI,宝格丽,水漾夜茉莉女士香水,75.0
BZ6,https://img.xinxinapp.net/community/imgs/20190612/d372999b7d66b6a633c1530e06e455a3_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,BVLGARI/宝格丽 大吉岭茶夜幽男士淡香水 100ml,573,xinxin://www.xinxinapp.cn?route=goodsDetail&id=88pz&goods_id=BZ6&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,88pz,0.0,BVLGARI,宝格丽,大吉岭茶夜幽男士淡香水,100.0
glO,https://img.xinxinapp.net/community/imgs/20190612/8d9988e7c956914eba6cfcf342ea81a5_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,CHANEL/香奈儿 5号之水 50ml,776,xinxin://www.xinxinapp.cn?route=goodsDetail&id=JolL&goods_id=glO&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,JolL,3.0,CHANEL,香奈儿,5号之水,50.0
ww6,https://img.xinxinapp.net/community/imgs/20190612/a2234dccaae0e628bd1ba8e859d08c3b_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 魅惑淡香水 100ml,649,xinxin://www.xinxinapp.cn?route=goodsDetail&id=88Xq&goods_id=ww6&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,88Xq,0.0,DIOR,迪奥,魅惑淡香水,100.0
JLd,https://img.xinxinapp.net/community/imgs/20190612/a3c8374e8d78b1d14391ad6cb50b2598_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,BVLGARI/宝格丽 花舞轻盈（紫晶）纯香女士香水 65ml,326,xinxin://www.xinxinapp.cn?route=goodsDetail&id=LG6L&goods_id=JLd&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,LG6L,8.0,BVLGARI,宝格丽,花舞轻盈（紫晶）纯香女士香水,65.0
2D8,https://img.xinxinapp.net/community/imgs/20190612/5d23051c233c234dc2130acb555dd70a_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,BURBERRY/博柏利 Weekend 周末男士淡香水 30ml,179,xinxin://www.xinxinapp.cn?route=goodsDetail&id=bd7l&goods_id=2D8&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,bd7l,10.0,BURBERRY,博柏利,Weekend 周末男士淡香水,30.0
pVR,https://img.xinxinapp.net/community/imgs/20190612/eb3f8905fbc23897a7afa5b5a8ba7158_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,BURBERRY/博柏利 Brit 英伦风格女士淡香水 50ml,247,xinxin://www.xinxinapp.cn?route=goodsDetail&id=BXOy&goods_id=pVR&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,BXOy,4.0,BURBERRY,博柏利,Brit 英伦风格女士淡香水,50.0
0A9,https://img.xinxinapp.net/community/imgs/20190621/ca14e2c3d442a8270ff708e90adc8739_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,MARC JACOBS/ 马克雅克布 梦幻雏菊之梦女士淡香水 50ml,299,xinxin://www.xinxinapp.cn?route=goodsDetail&id=XVGP&goods_id=0A9&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,XVGP,0.0,MARC JACOBS, 马克雅克布,梦幻雏菊之梦女士淡香水,50.0
gqr,https://img.xinxinapp.net/community/imgs/20190617/54c959106200bee9452f3dfea3869c55_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,HERMÈS/爱马仕 大地馥郁香根草香水 100ml,600,xinxin://www.xinxinapp.cn?route=goodsDetail&id=zwmp&goods_id=gqr&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,zwmp,0.0,HERMÈS,爱马仕,大地馥郁香根草香水,100.0
2D8,https://img.xinxinapp.net/community/imgs/20190612/1e444fc9463cb10cb4693b605b8c1cf9_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,BURBERRY/博柏利 Weekend 周末男士淡香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=7kKm&goods_id=2D8&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,7kKm,10.0,BURBERRY,博柏利,Weekend 周末男士淡香水,100.0
Now,https://img.xinxinapp.net/community/imgs/20190612/2abbc34605974d682eae6e29ce5cfb7c_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Salvatore Ferragamo/菲拉格慕 Incanto Shine 梦中彩虹女士淡香水 30ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=KrwY&goods_id=Now&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,KrwY,0.0,Salvatore Ferragamo,菲拉格慕,Incanto Shine 梦中彩虹女士淡香水,30.0
xEk,https://img.xinxinapp.net/community/imgs/20190617/bc5040833b4ffaf4c36e09cb3faf88ed_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,TOM FORD/汤姆福特TF JASMIN ROUGE 胭脂茉莉（深茉幽红）香水 50ml,1208,xinxin://www.xinxinapp.cn?route=goodsDetail&id=1O3k&goods_id=xEk&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,1O3k,0.0,TOM FORD,汤姆福特TF,JASMIN ROUGE 胭脂茉莉（深茉幽红）香水,50.0
KYY,https://img.xinxinapp.net/community/imgs/20190613/3cf2a51fd4c53d6619b4502849145e2a_1000x1000.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Diptyque/蒂普提克 影中之水(水中影)淡香水 100ml,829,xinxin://www.xinxinapp.cn?route=goodsDetail&id=obA7&goods_id=KYY&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,obA7,0.0,Diptyque,蒂普提克,影中之水(水中影)淡香水,100.0
QrK,https://img.xinxinapp.net/community/imgs/20190614/7d62f1968c45cf0293643e1862577afd_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,JO MALONE/祖玛珑 乌木与佛手柑香水 100ml,738,xinxin://www.xinxinapp.cn?route=goodsDetail&id=ZDQP&goods_id=QrK&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,ZDQP,0.0,JO MALONE,祖玛珑,乌木与佛手柑香水,100.0
db1,https://img.xinxinapp.net/community/imgs/20190612/09436f26754040aec89c22fd7002df46_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,BVLGARI/宝格丽 玫瑰黄金女神香水（玫香金漾） 50ml,654,xinxin://www.xinxinapp.cn?route=goodsDetail&id=o67N&goods_id=db1&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,o67N,0.0,BVLGARI,宝格丽,玫瑰黄金女神香水（玫香金漾）,50.0
vk0,https://img.xinxinapp.net/community/imgs/20190613/c246e0da2f08276046c3ff246365a9e6_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Diptyque/蒂普提克 杜桑（晚香玉）淡香水 50ml,657,xinxin://www.xinxinapp.cn?route=goodsDetail&id=BeaX&goods_id=vk0&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,BeaX,0.0,Diptyque,蒂普提克,杜桑（晚香玉）淡香水,50.0
Vq7,https://img.xinxinapp.net/community/imgs/20190617/36075de27ec7e644d055825d42c62406_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,TOM FORD/汤姆福特TF White Suede 白麝香（暗麝心魄）香水 50ml,1200,xinxin://www.xinxinapp.cn?route=goodsDetail&id=q7ER&goods_id=Vq7&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,q7ER,0.0,TOM FORD,汤姆福特TF,White Suede 白麝香（暗麝心魄）香水,50.0
vk0,https://img.xinxinapp.net/community/imgs/20190613/40eff0f2a7d15733b892ba2dfe6987bd_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Diptyque/蒂普提克 杜桑（晚香玉）淡香水 100ml,828,xinxin://www.xinxinapp.cn?route=goodsDetail&id=9PYQ&goods_id=vk0&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,9PYQ,0.0,Diptyque,蒂普提克,杜桑（晚香玉）淡香水,100.0
glO,https://img.xinxinapp.net/community/imgs/20190611/4bca24a1a7cb7939a5128a93eb5a9993_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,CHANEL/香奈儿 5号之水 100ml,1106,xinxin://www.xinxinapp.cn?route=goodsDetail&id=A1ay&goods_id=glO&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,A1ay,3.0,CHANEL,香奈儿,5号之水,100.0
8xV,https://img.xinxinapp.net/community/imgs/20190610/52c21fdd14dcbe643ed601f6e39223d7_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,BVLGARI/宝格丽 白茶（茗珍）中性香水 75ml,544,xinxin://www.xinxinapp.cn?route=goodsDetail&id=rzLk&goods_id=8xV&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,rzLk,0.0,BVLGARI,宝格丽,白茶（茗珍）中性香水,75.0
oEN,https://img.xinxinapp.net/community/imgs/20190613/9dfd25afc78eebf914bbc6317a7f780e_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Diptyque/蒂普提克 感官之水淡香水 100ml,830,xinxin://www.xinxinapp.cn?route=goodsDetail&id=kww3&goods_id=oEN&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,kww3,0.0,Diptyque,蒂普提克,感官之水淡香水,100.0
ryp,https://img.xinxinapp.net/community/imgs/20190614/9ee337182d8b19c8cb775b14a69771ee_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,JO MALONE/祖玛珑 青柠罗勒与柑橘香水 100ml,863,xinxin://www.xinxinapp.cn?route=goodsDetail&id=P556&goods_id=ryp&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,P556,0.0,JO MALONE,祖玛珑,青柠罗勒与柑橘香水,100.0
k1P,https://img.xinxinapp.net/community/imgs/20190610/9cf6759723e259aa14bed96811f77f73_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,BVLGARI/宝格丽 醉美兰香魅惑木兰女士香水 50ml,619,xinxin://www.xinxinapp.cn?route=goodsDetail&id=X1Nr&goods_id=k1P&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,X1Nr,0.0,BVLGARI,宝格丽,醉美兰香魅惑木兰女士香水,50.0
DBx,https://img.xinxinapp.net/community/imgs/20190906/9eaa74d548bfdca17d174aee779a6c2f_800x800.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Gucci/古驰 罪爱男士淡香水 90ml,583,xinxin://www.xinxinapp.cn?route=goodsDetail&id=b5QZ&goods_id=DBx&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,b5QZ,0.0,Gucci,古驰,罪爱男士淡香水,90.0
7NX,https://img.xinxinapp.net/community/imgs/20190614/b966a8e11a29e8a18b2646edb841272a_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,JO MALONE/祖玛珑 黑莓与月桂叶香水 100ml,863,xinxin://www.xinxinapp.cn?route=goodsDetail&id=9Q1Q&goods_id=7NX&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,9Q1Q,0.0,JO MALONE,祖玛珑,黑莓与月桂叶香水,100.0
zvz,https://img.xinxinapp.net/community/imgs/20190614/7c07b8d8a193c8c89fe6456dfc52feba_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,JO MALONE/祖玛珑 红玫瑰香水 100ml,863,xinxin://www.xinxinapp.cn?route=goodsDetail&id=xr58&goods_id=zvz&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,xr58,0.0,JO MALONE,祖玛珑,红玫瑰香水,100.0
rEX,https://img.xinxinapp.net/community/imgs/20190613/849a8e13d4c382022ec796aa31dc1075_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Diptyque/蒂普提克 希腊无花果淡香水 100ml,830,xinxin://www.xinxinapp.cn?route=goodsDetail&id=77QA&goods_id=rEX&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,77QA,0.0,Diptyque,蒂普提克,希腊无花果淡香水,100.0
3wz,https://img.xinxinapp.net/community/imgs/20190614/a698c4c95c17bcf3706803825a60b839_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,JO MALONE/祖玛珑 英国橡树与榛果香水 100ml,863,xinxin://www.xinxinapp.cn?route=goodsDetail&id=VD67&goods_id=3wz&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,VD67,0.0,JO MALONE,祖玛珑,英国橡树与榛果香水,100.0
NaV,https://img.xinxinapp.net/community/imgs/20190614/7d031049d33a106b359f56aec99df200_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,JO MALONE/祖玛珑 忍冬与印蒿香水 100ml,863,xinxin://www.xinxinapp.cn?route=goodsDetail&id=EvQw&goods_id=NaV&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,EvQw,0.0,JO MALONE,祖玛珑,忍冬与印蒿香水,100.0
rEX,https://img.xinxinapp.net/community/imgs/20190617/7bd993af8369b8de618d3254c940190b_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Diptyque/蒂普提克 希腊无花果淡香水 50ml,660,xinxin://www.xinxinapp.cn?route=goodsDetail&id=be27&goods_id=rEX&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,be27,0.0,Diptyque,蒂普提克,希腊无花果淡香水,50.0
yRY,https://img.xinxinapp.net/community/imgs/20190612/5bf427095c924222c5330b28e2cc0cd7_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,MONTBLANC/万宝龙 Legend 星辰传奇香水 100ml,549,xinxin://www.xinxinapp.cn?route=goodsDetail&id=VoyL&goods_id=yRY&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,VoyL,0.0,MONTBLANC,万宝龙,Legend 星辰传奇香水,100.0
yRY,https://img.xinxinapp.net/community/imgs/20190612/13b7b71f65a00022a7c8b0f2d450bc6a_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,MONTBLANC/万宝龙 Legend 星辰传奇香水 50ml,382,xinxin://www.xinxinapp.cn?route=goodsDetail&id=ve8B&goods_id=yRY&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,ve8B,0.0,MONTBLANC,万宝龙,Legend 星辰传奇香水,50.0
3wz,https://img.xinxinapp.net/community/imgs/20190614/c4b5534d19b752477993e30e28ffa135_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,JO MALONE/祖玛珑 英国橡树与榛果香水 30ml,474,xinxin://www.xinxinapp.cn?route=goodsDetail&id=vK1y&goods_id=3wz&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,vK1y,0.0,JO MALONE,祖玛珑,英国橡树与榛果香水,30.0
wam,https://img.xinxinapp.net/community/imgs/20190617/c9dc1b8b8db890644cdee3e0baa3ad6e_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Diptyque/蒂普提克 谭道淡香水 50ml,660,xinxin://www.xinxinapp.cn?route=goodsDetail&id=A9wJ&goods_id=wam&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,A9wJ,0.0,Diptyque,蒂普提克,谭道淡香水,50.0
Y5x,https://img.xinxinapp.net/community/imgs/20190614/65a8381a80c034920f5d8aac38b621ac_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,JO MALONE/祖玛珑 牡丹与胭红麂绒香水 100ml,863,xinxin://www.xinxinapp.cn?route=goodsDetail&id=bkOO&goods_id=Y5x&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,bkOO,0.0,JO MALONE,祖玛珑,牡丹与胭红麂绒香水,100.0
NaV,https://img.xinxinapp.net/community/imgs/20190614/fa867d6e5c908db8f131a20da37086e2_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,JO MALONE/祖玛珑 忍冬与印蒿香水 30ml,474,xinxin://www.xinxinapp.cn?route=goodsDetail&id=D5QK&goods_id=NaV&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,D5QK,0.0,JO MALONE,祖玛珑,忍冬与印蒿香水,30.0
LZJL,https://img.xinxinapp.net/community/imgs/20191203/8b7e57b8c38f0447d9ebabf42f33b47c_750x480.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,CHANEL/香奈儿 香水礼盒 五号浓香,1305,xinxin://www.xinxinapp.cn?route=goodsDetail&id=q0Ax&goods_id=LZJL&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,q0Ax,0.0,,,,
7z5,https://img.xinxinapp.net/community/imgs/20190612/e3915da2a64f462c87e45bfb7fe74888_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Atelier Cologne/欧珑 无极乌龙香水 30ml,572,xinxin://www.xinxinapp.cn?route=goodsDetail&id=86l0&goods_id=7z5&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,86l0,0.0,Atelier Cologne,欧珑,无极乌龙香水,30.0
LZJL,https://img.xinxinapp.net/community/imgs/20191203/d75c10ee089213206d966534d163b2ed_750x480.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,CHANEL/香奈儿 香水礼盒 五号清淡,1305,xinxin://www.xinxinapp.cn?route=goodsDetail&id=mrAe&goods_id=LZJL&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,mrAe,0.0,,,,
LZJL,https://img.xinxinapp.net/community/imgs/20191203/22833f080c8876c8a7897addfc147eff_750x480.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,CHANEL/香奈儿 香水礼盒 可可小姐,1305,xinxin://www.xinxinapp.cn?route=goodsDetail&id=Jgpd&goods_id=LZJL&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,Jgpd,0.0,,,,
mwe,https://img.xinxinapp.net/community/imgs/20190611/ef3ea1f6ba33951e8029292578eff863_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,BVLGARI/宝格丽 大吉岭茶男士香水 100ml,573,xinxin://www.xinxinapp.cn?route=goodsDetail&id=XzYD&goods_id=mwe&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,XzYD,0.0,BVLGARI,宝格丽,大吉岭茶男士香水,100.0
de2n,https://img.xinxinapp.net/community/imgs/20191108/aa2e63788a9a65eea880037baa2af2b0_800x800.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Atelier Cologne/欧珑 衣橱香水 32ml,608,xinxin://www.xinxinapp.cn?route=goodsDetail&id=lRqY&goods_id=de2n&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,lRqY,0.0,Atelier Cologne,欧珑,衣橱香水,32.0
bNZ,https://img.xinxinapp.net/community/imgs/20190614/a2bffa50e2cb45197cf52e68146089e2_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,JO MALONE/祖玛珑 蓝风铃香水 30ml,474,xinxin://www.xinxinapp.cn?route=goodsDetail&id=71gg&goods_id=bNZ&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,71gg,13.0,JO MALONE,祖玛珑,蓝风铃香水,30.0
2Vq,https://img.xinxinapp.net/community/imgs/20190612/62e976ac6240f22ee6e36a8d66a11b8b_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Miu Miu/缪缪 粉漾女士香水（白盖） 50ml,420,xinxin://www.xinxinapp.cn?route=goodsDetail&id=pdao&goods_id=2Vq&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,pdao,0.0,Miu Miu,缪缪,粉漾女士香水（白盖）,50.0
DNx,https://img.xinxinapp.net/community/imgs/20190612/95523b76dfb976df25e168bab8879450_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,VERSACE/范思哲 云淡风轻（绅情）男士香水 30ml,228,xinxin://www.xinxinapp.cn?route=goodsDetail&id=x0zy&goods_id=DNx&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,x0zy,6.0,VERSACE,范思哲,云淡风轻（绅情）男士香水,30.0
w9J,https://img.xinxinapp.net/community/imgs/20190612/c2bce950364e1bbfc07b2081747d74ab_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Miu Miu/缪缪 滢蓝（蓝色之水）香水 30ml,354,xinxin://www.xinxinapp.cn?route=goodsDetail&id=AGmb&goods_id=w9J&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,AGmb,7.0,Miu Miu,缪缪,滢蓝（蓝色之水）香水,30.0
